======================================================================
HOPPER-AERO MODEE CONTROLLER (LCM)
- Always sends commands; underlying hopper_driver handles mode switching
- Right stick: desired vx/vy (same mapping as Hopper4.py)
- Press Y: start CSV log (saved under ~/hopper_logs/modee_csv/ by default). Log stops when program exits.
  (Override directory: export MODEE_LOG_DIR=/your/path)
======================================================================
[run_modee] LCM URL: udpm://239.255.76.67:7667?ttl=255
[run_modee] Safety limits:
  - tau_max: (20.0, 20.0, 20.0) Nm
  - tau_sign: (1.0, 1.0, 1.0)
  - tau_out_scale: 1.0
  - tau_out_max: 8.0
  - pwm_range: [1000.0, 1300.0] us
  - thrust_ratio: 0.22
  - thrust_max_each: 10.0 N/arm
  - thrust_min_each: 0.0 N/arm
  - wbc_w_t_ref: 0.01
  - wbc_w_tsum_ref: 0.0
  - swing_kp_xy: 20.0, swing_kd_xy: 0.8 (XY)
  - swing_kp_z: 220.0, swing_kd_z: 10 (Z)
  - use_foot_vel_lpf: True
  - foot_vel_lpf_tau: 0.015 s (~10.6 Hz cutoff)
======================================================================
[modee] waiting... have_motor=False have_imu=False have_gamepad=False
[modee] FLIGHT | pos=[-0.000,+0.000,-0.480]m | f_tot=[+2.83,+0.02,+7.77]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+2.83,+0.02,+7.77]N(w) | tau=[+1.50,+2.31,+3.35]Nm | pwm=[1000,1300,1217,1000,1000,1000]us
[modee] FLIGHT | pos=[-0.002,-0.365,-0.289]m | f_tot=[+7.84,-0.12,+2.32]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.84,-0.12,+2.32]N(w) | tau=[-0.68,+0.12,+0.17]Nm | pwm=[1000,1192,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.002,-0.365,-0.290]m | f_tot=[+7.84,-0.12,+2.32]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.84,-0.12,+2.32]N(w) | tau=[-0.68,+0.12,+0.17]Nm | pwm=[1000,1192,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.002,-0.365,-0.290]m | f_tot=[+7.84,-0.13,+2.33]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.84,-0.13,+2.33]N(w) | tau=[-0.68,+0.13,+0.17]Nm | pwm=[1000,1192,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.001,-0.365,-0.290]m | f_tot=[+7.84,-0.13,+2.33]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.84,-0.13,+2.33]N(w) | tau=[-0.68,+0.13,+0.17]Nm | pwm=[1000,1192,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.001,-0.365,-0.290]m | f_tot=[+7.84,-0.13,+2.33]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.84,-0.13,+2.33]N(w) | tau=[-0.68,+0.13,+0.17]Nm | pwm=[1000,1192,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.000,-0.364,-0.291]m | f_tot=[+7.84,-0.13,+2.33]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.84,-0.13,+2.33]N(w) | tau=[-0.69,+0.13,+0.17]Nm | pwm=[1000,1192,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.000,-0.364,-0.291]m | f_tot=[+7.83,-0.13,+2.33]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.13,+2.33]N(w) | tau=[-0.69,+0.13,+0.16]Nm | pwm=[1000,1192,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.000,-0.364,-0.291]m | f_tot=[+7.83,-0.14,+2.33]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.14,+2.33]N(w) | tau=[-0.69,+0.13,+0.16]Nm | pwm=[1000,1191,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.001,-0.364,-0.291]m | f_tot=[+7.83,-0.14,+2.33]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.14,+2.33]N(w) | tau=[-0.69,+0.14,+0.16]Nm | pwm=[1000,1191,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.001,-0.364,-0.292]m | f_tot=[+7.83,-0.14,+2.33]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.14,+2.33]N(w) | tau=[-0.69,+0.14,+0.16]Nm | pwm=[1000,1191,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.001,-0.364,-0.292]m | f_tot=[+7.83,-0.14,+2.33]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.14,+2.33]N(w) | tau=[-0.69,+0.14,+0.16]Nm | pwm=[1000,1191,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.002,-0.364,-0.292]m | f_tot=[+7.83,-0.14,+2.33]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.14,+2.33]N(w) | tau=[-0.69,+0.14,+0.16]Nm | pwm=[1000,1191,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.002,-0.364,-0.292]m | f_tot=[+7.83,-0.15,+2.33]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.15,+2.33]N(w) | tau=[-0.69,+0.14,+0.16]Nm | pwm=[1000,1191,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.002,-0.363,-0.292]m | f_tot=[+7.83,-0.15,+2.34]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.15,+2.34]N(w) | tau=[-0.69,+0.14,+0.16]Nm | pwm=[1000,1191,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.003,-0.363,-0.293]m | f_tot=[+7.83,-0.15,+2.34]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.15,+2.34]N(w) | tau=[-0.69,+0.15,+0.16]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.003,-0.363,-0.293]m | f_tot=[+7.83,-0.15,+2.34]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.15,+2.34]N(w) | tau=[-0.69,+0.15,+0.16]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.003,-0.363,-0.293]m | f_tot=[+7.83,-0.15,+2.34]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.15,+2.34]N(w) | tau=[-0.69,+0.15,+0.16]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.004,-0.363,-0.293]m | f_tot=[+7.83,-0.15,+2.34]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.15,+2.34]N(w) | tau=[-0.70,+0.15,+0.16]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.004,-0.363,-0.293]m | f_tot=[+7.83,-0.16,+2.34]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.16,+2.34]N(w) | tau=[-0.70,+0.15,+0.16]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.004,-0.363,-0.294]m | f_tot=[+7.83,-0.16,+2.34]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.16,+2.34]N(w) | tau=[-0.70,+0.15,+0.16]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.004,-0.363,-0.294]m | f_tot=[+7.83,-0.16,+2.34]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.16,+2.34]N(w) | tau=[-0.70,+0.16,+0.16]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.005,-0.362,-0.294]m | f_tot=[+7.83,-0.16,+2.34]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.16,+2.34]N(w) | tau=[-0.70,+0.16,+0.16]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.005,-0.362,-0.294]m | f_tot=[+7.83,-0.16,+2.34]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.16,+2.34]N(w) | tau=[-0.70,+0.16,+0.16]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.005,-0.362,-0.294]m | f_tot=[+7.83,-0.16,+2.34]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.16,+2.34]N(w) | tau=[-0.70,+0.16,+0.16]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.006,-0.362,-0.295]m | f_tot=[+7.83,-0.16,+2.34]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.16,+2.34]N(w) | tau=[-0.70,+0.16,+0.16]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.006,-0.362,-0.295]m | f_tot=[+7.83,-0.17,+2.35]N(w) | f_grf=[-0.00,+0.00,+0.00]N(w) | f_leg=[+0.00,-0.00,-0.00]N(w) | f_prop=[+7.83,-0.17,+2.35]N(w) | tau=[-0.70,+0.17,+0.16]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.006,-0.362,-0.295]m | f_tot=[+7.83,-0.17,+2.35]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.83,-0.17,+2.35]N(w) | tau=[-0.70,+0.17,+0.16]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.006,-0.362,-0.295]m | f_tot=[+7.83,-0.17,+2.35]N(w) | f_grf=[-0.00,+0.00,-0.00]N(w) | f_leg=[+0.00,-0.00,+0.00]N(w) | f_prop=[+7.83,-0.17,+2.35]N(w) | tau=[-0.70,+0.17,+0.16]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.007,-0.362,-0.295]m | f_tot=[+7.83,-0.17,+2.35]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.83,-0.17,+2.35]N(w) | tau=[-0.71,+0.17,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.007,-0.362,-0.295]m | f_tot=[+7.83,-0.17,+2.35]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.83,-0.17,+2.35]N(w) | tau=[-0.71,+0.17,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.007,-0.362,-0.295]m | f_tot=[+7.83,-0.17,+2.35]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.83,-0.17,+2.35]N(w) | tau=[-0.71,+0.17,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.007,-0.361,-0.296]m | f_tot=[+7.83,-0.17,+2.35]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.83,-0.17,+2.35]N(w) | tau=[-0.71,+0.18,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.008,-0.361,-0.296]m | f_tot=[+7.83,-0.17,+2.35]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.83,-0.17,+2.35]N(w) | tau=[-0.71,+0.18,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.008,-0.361,-0.296]m | f_tot=[+7.83,-0.17,+2.35]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.83,-0.17,+2.35]N(w) | tau=[-0.71,+0.18,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.008,-0.361,-0.296]m | f_tot=[+7.83,-0.18,+2.35]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.83,-0.18,+2.35]N(w) | tau=[-0.71,+0.18,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.008,-0.361,-0.296]m | f_tot=[+7.83,-0.18,+2.35]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.83,-0.18,+2.35]N(w) | tau=[-0.71,+0.18,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.009,-0.361,-0.296]m | f_tot=[+7.83,-0.18,+2.35]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.83,-0.18,+2.35]N(w) | tau=[-0.71,+0.19,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.009,-0.361,-0.297]m | f_tot=[+7.83,-0.18,+2.35]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.83,-0.18,+2.35]N(w) | tau=[-0.71,+0.19,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.009,-0.361,-0.297]m | f_tot=[+7.83,-0.18,+2.35]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.83,-0.18,+2.35]N(w) | tau=[-0.71,+0.19,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.009,-0.361,-0.297]m | f_tot=[+7.83,-0.18,+2.36]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.83,-0.18,+2.36]N(w) | tau=[-0.72,+0.19,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.010,-0.361,-0.297]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.72,+0.19,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.010,-0.361,-0.297]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.72,+0.19,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.010,-0.360,-0.297]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.72,+0.20,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.010,-0.360,-0.297]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.72,+0.20,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.010,-0.360,-0.298]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.72,+0.20,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.011,-0.360,-0.298]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.72,+0.20,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.011,-0.360,-0.298]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.72,+0.20,+0.15]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.011,-0.360,-0.298]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.72,+0.21,+0.14]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.011,-0.360,-0.298]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.72,+0.21,+0.14]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.011,-0.360,-0.298]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.72,+0.21,+0.14]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.011,-0.360,-0.298]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.73,+0.21,+0.14]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.012,-0.360,-0.298]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.73,+0.21,+0.14]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.012,-0.360,-0.298]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.73,+0.21,+0.14]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.012,-0.360,-0.298]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.73,+0.22,+0.14]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.012,-0.360,-0.299]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.73,+0.22,+0.14]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.012,-0.360,-0.299]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.73,+0.22,+0.14]Nm | pwm=[1000,1189,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.012,-0.359,-0.299]m | f_tot=[+7.82,-0.18,+2.36]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.36]N(w) | tau=[-0.73,+0.22,+0.14]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.013,-0.359,-0.299]m | f_tot=[+7.82,-0.18,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.37]N(w) | tau=[-0.73,+0.22,+0.14]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.013,-0.359,-0.299]m | f_tot=[+7.82,-0.18,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.37]N(w) | tau=[-0.73,+0.23,+0.14]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.013,-0.359,-0.299]m | f_tot=[+7.82,-0.18,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.37]N(w) | tau=[-0.73,+0.23,+0.14]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.013,-0.359,-0.299]m | f_tot=[+7.82,-0.18,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.37]N(w) | tau=[-0.73,+0.23,+0.14]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.013,-0.359,-0.299]m | f_tot=[+7.82,-0.18,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.37]N(w) | tau=[-0.74,+0.23,+0.14]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.013,-0.359,-0.299]m | f_tot=[+7.82,-0.18,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.37]N(w) | tau=[-0.74,+0.23,+0.14]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.013,-0.359,-0.299]m | f_tot=[+7.82,-0.18,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.37]N(w) | tau=[-0.74,+0.23,+0.14]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.013,-0.359,-0.299]m | f_tot=[+7.82,-0.18,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.37]N(w) | tau=[-0.74,+0.24,+0.14]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.013,-0.359,-0.299]m | f_tot=[+7.82,-0.18,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.37]N(w) | tau=[-0.74,+0.24,+0.13]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.014,-0.359,-0.299]m | f_tot=[+7.82,-0.18,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.37]N(w) | tau=[-0.74,+0.24,+0.13]Nm | pwm=[1000,1190,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.014,-0.359,-0.300]m | f_tot=[+7.82,-0.18,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.37]N(w) | tau=[-0.74,+0.24,+0.13]Nm | pwm=[1000,1191,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.014,-0.359,-0.300]m | f_tot=[+7.82,-0.18,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.18,+2.37]N(w) | tau=[-0.74,+0.24,+0.13]Nm | pwm=[1000,1191,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.014,-0.359,-0.300]m | f_tot=[+7.82,-0.17,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.17,+2.37]N(w) | tau=[-0.74,+0.24,+0.13]Nm | pwm=[1000,1191,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.014,-0.359,-0.300]m | f_tot=[+7.82,-0.17,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.17,+2.37]N(w) | tau=[-0.74,+0.25,+0.13]Nm | pwm=[1000,1191,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[+0.014,-0.359,-0.300]m | f_tot=[+7.82,-0.17,+2.37]N(w) | f_grf=[+0.00,-0.00,-0.00]N(w) | f_leg=[-0.00,+0.00,+0.00]N(w) | f_prop=[+7.82,-0.17,+2.37]N(w) | tau=[-0.74,+0.25,+0.13]Nm | pwm=[1000,1191,1000,1300,1000,1000]us
