[run_modee] stance_use_props = True
======================================================================
HOPPER-AERO MODEE CONTROLLER (LCM)
- Always sends commands; underlying hopper_driver handles mode switching
- Right stick: desired vx/vy (same mapping as Hopper4.py)
- Press Y: start CSV log (saved under ~/hopper_logs/modee_csv/ by default). Log stops when program exits.
  (Override directory: export MODEE_LOG_DIR=/your/path)
======================================================================
[run_modee] LCM URL: udpm://239.255.76.67:7667?ttl=255
[run_modee] Safety limits:
  - tau_max: (20.0, 20.0, 20.0) Nm
  - tau_sign: (1.0, 1.0, 1.0)
  - tau_out_scale: 1.0
  - tau_out_max: 8.0
  - pwm_range: [1000.0, 1300.0] us
  - thrust_ratio: 0.22
  - thrust_max_each: 10.0 N/arm
  - thrust_min_each: 0.0 N/arm
  - wbc_w_t_ref: 0.01
  - wbc_w_tsum_ref: 0.0
  - swing_kp_xy: 20.0, swing_kd_xy: 0.8 (XY)
  - swing_kp_z: 220.0, swing_kd_z: 10 (Z)
  - use_foot_vel_lpf: True
  - foot_vel_lpf_tau: 0.015 s (~10.6 Hz cutoff)
======================================================================
[modee] waiting... have_motor=False have_imu=False have_gamepad=False
[modee] FLIGHT | pos=[-0.000,+0.000,-0.480]m | f_tot=[+0.00,+0.02,+8.13]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+0.00,+0.02,+8.13]N(w) | tau=[+1.92,+2.76,+2.47]Nm | pwm=[1000,1201,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.118,+0.386,-0.045]m | f_tot=[+8.62,-75.07,+78.52]N(w) | f_grf=[+7.46,-69.58,+86.95]N(w) | f_leg=[-7.46,+69.58,-86.95]N(w) | f_prop=[+1.17,-5.48,-8.43]N(w) | tau=[+8.00,-5.16,+1.92]Nm | pwm=[1000,1008,1300,1001,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.115,+0.386,-0.047]m | f_tot=[+21.95,-82.85,+88.41]N(w) | f_grf=[+21.43,-77.30,+96.65]N(w) | f_leg=[-21.43,+77.30,-96.65]N(w) | f_prop=[+0.52,-5.55,-8.24]N(w) | tau=[+8.00,-6.19,+2.86]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.115,+0.386,-0.047]m | f_tot=[+22.03,-82.61,+88.03]N(w) | f_grf=[+21.91,-77.01,+96.27]N(w) | f_leg=[-21.91,+77.01,-96.27]N(w) | f_prop=[+0.12,-5.61,-8.24]N(w) | tau=[+8.00,-6.19,+2.87]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.114,+0.386,-0.047]m | f_tot=[+21.14,-82.64,+88.08]N(w) | f_grf=[+21.91,-77.01,+96.27]N(w) | f_leg=[-21.91,+77.01,-96.27]N(w) | f_prop=[-0.76,-5.63,-8.19]N(w) | tau=[+8.00,-6.19,+2.87]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.113,+0.386,-0.048]m | f_tot=[+18.76,-80.50,+85.51]N(w) | f_grf=[+20.29,-74.92,+93.69]N(w) | f_leg=[-20.29,+74.92,-93.69]N(w) | f_prop=[-1.53,-5.58,-8.17]N(w) | tau=[+8.00,-6.00,+2.59]Nm | pwm=[1000,1000,1300,1005,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.110,+0.386,-0.050]m | f_tot=[+17.52,-80.16,+85.61]N(w) | f_grf=[+20.29,-74.92,+93.69]N(w) | f_leg=[-20.29,+74.92,-93.69]N(w) | f_prop=[-2.77,-5.24,-8.07]N(w) | tau=[+8.00,-6.00,+2.59]Nm | pwm=[1000,1000,1300,1005,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.109,+0.386,-0.051]m | f_tot=[+12.45,-51.84,+86.77]N(w) | f_grf=[+15.21,-47.84,+93.25]N(w) | f_leg=[-15.21,+47.84,-93.25]N(w) | f_prop=[-2.76,-4.01,-6.48]N(w) | tau=[+8.00,-5.22,+0.86]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.110,+0.386,-0.051]m | f_tot=[+11.63,-51.36,+86.89]N(w) | f_grf=[+15.21,-47.84,+93.25]N(w) | f_leg=[-15.21,+47.84,-93.25]N(w) | f_prop=[-3.58,-3.52,-6.36]N(w) | tau=[+8.00,-5.22,+0.86]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.115,+0.386,-0.046]m | f_tot=[+10.96,-50.85,+87.04]N(w) | f_grf=[+15.21,-47.84,+93.25]N(w) | f_leg=[-15.21,+47.84,-93.25]N(w) | f_prop=[-4.25,-3.01,-6.21]N(w) | tau=[+8.00,-5.22,+0.86]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.120,+0.386,-0.044]m | f_tot=[+10.07,-49.87,+87.33]N(w) | f_grf=[+15.21,-47.84,+93.25]N(w) | f_leg=[-15.21,+47.84,-93.25]N(w) | f_prop=[-5.14,-2.03,-5.92]N(w) | tau=[+8.00,-5.22,+0.86]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.120,+0.385,-0.044]m | f_tot=[+9.82,-49.50,+87.44]N(w) | f_grf=[+15.21,-47.84,+93.25]N(w) | f_leg=[-15.21,+47.84,-93.25]N(w) | f_prop=[-5.39,-1.67,-5.81]N(w) | tau=[+8.00,-5.22,+0.86]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.121,+0.385,-0.044]m | f_tot=[+9.54,-49.21,+87.63]N(w) | f_grf=[+15.21,-47.84,+93.25]N(w) | f_leg=[-15.21,+47.84,-93.25]N(w) | f_prop=[-5.67,-1.38,-5.62]N(w) | tau=[+8.00,-5.22,+0.86]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.121,+0.385,-0.044]m | f_tot=[+9.36,-49.26,+87.83]N(w) | f_grf=[+15.21,-47.84,+93.25]N(w) | f_leg=[-15.21,+47.84,-93.25]N(w) | f_prop=[-5.85,-1.43,-5.42]N(w) | tau=[+8.00,-5.22,+0.86]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.121,+0.385,-0.044]m | f_tot=[-53.84,-63.83,+71.02]N(w) | f_grf=[-46.39,-61.96,+77.44]N(w) | f_leg=[+46.39,+61.96,-77.44]N(w) | f_prop=[-7.44,-1.87,-6.42]N(w) | tau=[+8.00,-1.55,-0.02]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.122,+0.385,-0.044]m | f_tot=[-53.99,-63.94,+71.24]N(w) | f_grf=[-46.39,-61.96,+77.44]N(w) | f_leg=[+46.39,+61.96,-77.44]N(w) | f_prop=[-7.60,-1.98,-6.21]N(w) | tau=[+8.00,-1.55,-0.02]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.123,+0.385,-0.043]m | f_tot=[-54.12,-64.06,+71.45]N(w) | f_grf=[-46.39,-61.96,+77.44]N(w) | f_leg=[+46.39,+61.96,-77.44]N(w) | f_prop=[-7.73,-2.11,-6.00]N(w) | tau=[+8.00,-1.55,-0.02]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.125,+0.384,-0.043]m | f_tot=[-54.31,-64.28,+71.78]N(w) | f_grf=[-46.39,-61.96,+77.44]N(w) | f_leg=[+46.39,+61.96,-77.44]N(w) | f_prop=[-7.92,-2.33,-5.66]N(w) | tau=[+8.00,-1.55,-0.02]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.127,+0.383,-0.042]m | f_tot=[-54.52,-64.61,+72.24]N(w) | f_grf=[-46.39,-61.96,+77.44]N(w) | f_leg=[+46.39,+61.96,-77.44]N(w) | f_prop=[-8.12,-2.66,-5.20]N(w) | tau=[+8.00,-1.55,-0.02]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.128,+0.383,-0.042]m | f_tot=[-54.61,-64.78,+72.47]N(w) | f_grf=[-46.39,-61.96,+77.44]N(w) | f_leg=[+46.39,+61.96,-77.44]N(w) | f_prop=[-8.21,-2.83,-4.97]N(w) | tau=[+8.00,-1.55,-0.02]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.129,+0.383,-0.042]m | f_tot=[-54.74,-65.10,+72.91]N(w) | f_grf=[-46.39,-61.96,+77.44]N(w) | f_leg=[+46.39,+61.96,-77.44]N(w) | f_prop=[-8.35,-3.14,-4.54]N(w) | tau=[+8.00,-1.55,-0.02]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.130,+0.382,-0.041]m | f_tot=[-54.84,-65.41,+73.34]N(w) | f_grf=[-46.39,-61.96,+77.44]N(w) | f_leg=[+46.39,+61.96,-77.44]N(w) | f_prop=[-8.45,-3.45,-4.11]N(w) | tau=[+8.00,-1.55,-0.02]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.131,+0.382,-0.041]m | f_tot=[-29.96,-77.04,+95.81]N(w) | f_grf=[-21.12,-72.98,+99.12]N(w) | f_leg=[+21.12,+72.98,-99.12]N(w) | f_prop=[-8.84,-4.07,-3.31]N(w) | tau=[+8.00,-1.43,+0.89]Nm | pwm=[1000,1187,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.132,+0.382,-0.041]m | f_tot=[-28.91,-76.58,+96.12]N(w) | f_grf=[-16.32,-70.55,+100.28]N(w) | f_leg=[+16.32,+70.55,-100.28]N(w) | f_prop=[-12.58,-6.04,-4.17]N(w) | tau=[+8.00,-1.40,+0.84]Nm | pwm=[1000,1300,1300,1002,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.131,+0.382,-0.041]m | f_tot=[-24.95,-77.13,+96.76]N(w) | f_grf=[-9.35,-68.63,+100.50]N(w) | f_leg=[+9.35,+68.63,-100.50]N(w) | f_prop=[-15.60,-8.50,-3.74]N(w) | tau=[+8.00,-1.18,+0.93]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.129,+0.383,-0.042]m | f_tot=[-24.64,-78.04,+97.80]N(w) | f_grf=[-9.35,-68.63,+100.50]N(w) | f_leg=[+9.35,+68.63,-100.50]N(w) | f_prop=[-15.29,-9.42,-2.70]N(w) | tau=[+8.00,-1.18,+0.93]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.125,+0.384,-0.043]m | f_tot=[-23.43,-80.08,+99.97]N(w) | f_grf=[-9.35,-68.63,+100.50]N(w) | f_leg=[+9.35,+68.63,-100.50]N(w) | f_prop=[-14.08,-11.46,-0.54]N(w) | tau=[+8.00,-1.18,+0.93]Nm | pwm=[1000,1300,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.124,+0.385,-0.043]m | f_tot=[+1.32,-96.81,+125.21]N(w) | f_grf=[+16.22,-83.46,+124.93]N(w) | f_leg=[-16.22,+83.46,-124.93]N(w) | f_prop=[-14.90,-13.35,+0.28]N(w) | tau=[+8.00,-0.33,+1.39]Nm | pwm=[1000,1300,1003,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.122,+0.385,-0.044]m | f_tot=[+18.35,-89.81,+126.64]N(w) | f_grf=[+31.60,-74.91,+125.03]N(w) | f_leg=[-31.60,+74.91,-125.03]N(w) | f_prop=[-13.25,-14.89,+1.61]N(w) | tau=[+8.00,-0.23,+1.29]Nm | pwm=[1000,1300,1000,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.121,+0.385,-0.045]m | f_tot=[+20.30,-91.23,+127.46]N(w) | f_grf=[+31.60,-74.91,+125.03]N(w) | f_leg=[-31.60,+74.91,-125.03]N(w) | f_prop=[-11.31,-16.32,+2.44]N(w) | tau=[+8.00,-0.23,+1.29]Nm | pwm=[1000,1300,1000,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.119,+0.386,-0.046]m | f_tot=[+51.92,-61.96,+119.76]N(w) | f_grf=[+57.50,-51.73,+118.07]N(w) | f_leg=[-57.50,+51.73,-118.07]N(w) | f_prop=[-5.58,-10.23,+1.69]N(w) | tau=[+8.00,-0.34,+0.78]Nm | pwm=[1000,1134,1000,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.118,+0.386,-0.047]m | f_tot=[+54.21,-60.74,+119.82]N(w) | f_grf=[+59.61,-50.04,+118.04]N(w) | f_leg=[-59.61,+50.04,-118.04]N(w) | f_prop=[-5.40,-10.70,+1.78]N(w) | tau=[+8.00,-0.29,+0.75]Nm | pwm=[1000,1160,1000,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.117,+0.386,-0.047]m | f_tot=[+55.90,-59.92,+119.87]N(w) | f_grf=[+61.18,-48.86,+118.00]N(w) | f_leg=[-61.18,+48.86,-118.00]N(w) | f_prop=[-5.28,-11.05,+1.87]N(w) | tau=[+8.00,-0.26,+0.73]Nm | pwm=[1000,1181,1000,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.117,+0.386,-0.047]m | f_tot=[+53.69,-79.10,+129.87]N(w) | f_grf=[+62.15,-61.23,+126.84]N(w) | f_leg=[-62.15,+61.23,-126.84]N(w) | f_prop=[-8.46,-17.87,+3.03]N(w) | tau=[+8.00,+0.04,+1.08]Nm | pwm=[1000,1300,1000,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.120,+0.386,-0.049]m | f_tot=[+48.36,-80.04,+129.70]N(w) | f_grf=[+56.95,-62.70,+127.22]N(w) | f_leg=[-56.95,+62.70,-127.22]N(w) | f_prop=[-8.59,-17.34,+2.48]N(w) | tau=[+8.00,+0.02,+1.07]Nm | pwm=[1000,1300,1000,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.121,+0.386,-0.050]m | f_tot=[+46.79,-80.05,+129.43]N(w) | f_grf=[+54.28,-65.39,+127.63]N(w) | f_leg=[-54.28,+65.39,-127.63]N(w) | f_prop=[-7.49,-14.67,+1.80]N(w) | tau=[+8.00,+0.01,+1.11]Nm | pwm=[1000,1300,1000,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.122,+0.386,-0.050]m | f_tot=[+46.64,-80.01,+129.09]N(w) | f_grf=[+54.28,-65.39,+127.63]N(w) | f_leg=[-54.28,+65.39,-127.63]N(w) | f_prop=[-7.64,-14.63,+1.46]N(w) | tau=[+8.00,+0.01,+1.11]Nm | pwm=[1000,1300,1000,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.123,+0.386,-0.052]m | f_tot=[+44.93,-59.24,+115.07]N(w) | f_grf=[+48.76,-52.12,+114.65]N(w) | f_leg=[-48.76,+52.12,-114.65]N(w) | f_prop=[-3.83,-7.12,+0.42]N(w) | tau=[+8.00,-0.47,+0.62]Nm | pwm=[1000,1000,1150,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.126,+0.385,-0.054]m | f_tot=[+31.68,-69.24,+113.34]N(w) | f_grf=[+35.68,-62.23,+113.91]N(w) | f_leg=[-35.68,+62.23,-113.91]N(w) | f_prop=[-4.00,-7.01,-0.57]N(w) | tau=[+8.00,-0.39,+0.53]Nm | pwm=[1000,1248,1298,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.127,+0.385,-0.054]m | f_tot=[+32.75,-78.29,+112.63]N(w) | f_grf=[+36.81,-71.33,+113.42]N(w) | f_leg=[-36.81,+71.33,-113.42]N(w) | f_prop=[-4.05,-6.96,-0.79]N(w) | tau=[+8.00,-0.63,+0.96]Nm | pwm=[1000,1300,1114,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.128,+0.385,-0.053]m | f_tot=[+24.37,-74.82,+112.40]N(w) | f_grf=[+28.47,-67.92,+113.42]N(w) | f_leg=[-28.47,+67.92,-113.42]N(w) | f_prop=[-4.10,-6.90,-1.02]N(w) | tau=[+8.00,-0.30,+0.50]Nm | pwm=[1000,1273,1272,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.127,+0.385,-0.052]m | f_tot=[+17.63,-79.02,+111.56]N(w) | f_grf=[+21.73,-72.18,+112.96]N(w) | f_leg=[-21.73,+72.18,-112.96]N(w) | f_prop=[-4.10,-6.84,-1.40]N(w) | tau=[+8.00,-0.09,+0.36]Nm | pwm=[1000,1300,1232,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.125,+0.385,-0.047]m | f_tot=[+17.87,-79.01,+110.95]N(w) | f_grf=[+21.73,-72.18,+112.96]N(w) | f_leg=[-21.73,+72.18,-112.96]N(w) | f_prop=[-3.86,-6.83,-2.01]N(w) | tau=[+8.00,-0.09,+0.36]Nm | pwm=[1000,1300,1232,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.124,+0.385,-0.045]m | f_tot=[+18.05,-79.03,+110.69]N(w) | f_grf=[+21.73,-72.18,+112.96]N(w) | f_leg=[-21.73,+72.18,-112.96]N(w) | f_prop=[-3.67,-6.85,-2.27]N(w) | tau=[+8.00,-0.09,+0.36]Nm | pwm=[1000,1300,1232,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.123,+0.384,-0.043]m | f_tot=[+18.57,-79.10,+110.17]N(w) | f_grf=[+21.73,-72.18,+112.96]N(w) | f_leg=[-21.73,+72.18,-112.96]N(w) | f_prop=[-3.16,-6.92,-2.79]N(w) | tau=[+8.00,-0.09,+0.36]Nm | pwm=[1000,1300,1232,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.124,+0.384,-0.043]m | f_tot=[+19.26,-79.15,+109.64]N(w) | f_grf=[+21.73,-72.18,+112.96]N(w) | f_leg=[-21.73,+72.18,-112.96]N(w) | f_prop=[-2.47,-6.96,-3.31]N(w) | tau=[+8.00,-0.09,+0.36]Nm | pwm=[1000,1300,1232,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.126,+0.384,-0.043]m | f_tot=[+20.35,-79.12,+109.01]N(w) | f_grf=[+21.73,-72.18,+112.96]N(w) | f_leg=[-21.73,+72.18,-112.96]N(w) | f_prop=[-1.38,-6.94,-3.94]N(w) | tau=[+8.00,-0.09,+0.36]Nm | pwm=[1000,1300,1232,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.126,+0.384,-0.043]m | f_tot=[+21.14,-79.01,+108.64]N(w) | f_grf=[+21.73,-72.18,+112.96]N(w) | f_leg=[-21.73,+72.18,-112.96]N(w) | f_prop=[-0.59,-6.83,-4.31]N(w) | tau=[+8.00,-0.09,+0.36]Nm | pwm=[1000,1300,1232,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.127,+0.384,-0.043]m | f_tot=[+22.15,-78.75,+108.24]N(w) | f_grf=[+21.73,-72.18,+112.96]N(w) | f_leg=[-21.73,+72.18,-112.96]N(w) | f_prop=[+0.42,-6.57,-4.72]N(w) | tau=[+8.00,-0.09,+0.36]Nm | pwm=[1000,1300,1232,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.127,+0.384,-0.043]m | f_tot=[+23.64,-78.08,+107.76]N(w) | f_grf=[+21.73,-72.18,+112.96]N(w) | f_leg=[-21.73,+72.18,-112.96]N(w) | f_prop=[+1.91,-5.90,-5.20]N(w) | tau=[+8.00,-0.09,+0.36]Nm | pwm=[1000,1300,1232,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.127,+0.383,-0.043]m | f_tot=[+25.25,-76.87,+107.37]N(w) | f_grf=[+21.73,-72.18,+112.96]N(w) | f_leg=[-21.73,+72.18,-112.96]N(w) | f_prop=[+3.52,-4.69,-5.58]N(w) | tau=[+8.00,-0.09,+0.36]Nm | pwm=[1000,1300,1232,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.127,+0.383,-0.043]m | f_tot=[+26.19,-75.76,+107.22]N(w) | f_grf=[+21.73,-72.18,+112.96]N(w) | f_leg=[-21.73,+72.18,-112.96]N(w) | f_prop=[+4.46,-3.58,-5.73]N(w) | tau=[+8.00,-0.09,+0.36]Nm | pwm=[1000,1300,1232,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.127,+0.383,-0.043]m | f_tot=[+42.54,-34.64,+80.15]N(w) | f_grf=[+37.08,-33.09,+85.92]N(w) | f_leg=[-37.08,+33.09,-85.92]N(w) | f_prop=[+5.46,-1.55,-5.77]N(w) | tau=[+8.00,-3.22,+0.27]Nm | pwm=[1000,1073,1254,1241,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.127,+0.383,-0.043]m | f_tot=[+42.88,-32.83,+80.27]N(w) | f_grf=[+37.08,-33.09,+85.92]N(w) | f_leg=[-37.08,+33.09,-85.92]N(w) | f_prop=[+5.80,+0.26,-5.64]N(w) | tau=[+8.00,-3.22,+0.27]Nm | pwm=[1000,1073,1254,1241,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.126,+0.384,-0.043]m | f_tot=[+42.50,-30.14,+80.68]N(w) | f_grf=[+37.08,-33.09,+85.92]N(w) | f_leg=[-37.08,+33.09,-85.92]N(w) | f_prop=[+5.42,+2.96,-5.23]N(w) | tau=[+8.00,-3.22,+0.27]Nm | pwm=[1000,1073,1254,1241,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.126,+0.384,-0.043]m | f_tot=[+42.01,-29.04,+80.94]N(w) | f_grf=[+37.08,-33.09,+85.92]N(w) | f_leg=[-37.08,+33.09,-85.92]N(w) | f_prop=[+4.93,+4.05,-4.98]N(w) | tau=[+8.00,-3.22,+0.27]Nm | pwm=[1000,1073,1254,1241,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.126,+0.384,-0.043]m | f_tot=[+79.70,-1.18,+88.12]N(w) | f_grf=[+74.99,-8.06,+93.72]N(w) | f_leg=[-74.99,+8.06,-93.72]N(w) | f_prop=[+4.71,+6.88,-5.60]N(w) | tau=[+8.00,-5.18,+2.60]Nm | pwm=[1000,1003,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.125,+0.384,-0.043]m | f_tot=[+87.99,+21.11,+100.52]N(w) | f_grf=[+84.56,+13.16,+105.66]N(w) | f_leg=[-84.56,-13.16,-105.66]N(w) | f_prop=[+3.44,+7.95,-5.14]N(w) | tau=[+8.00,-6.07,+3.90]Nm | pwm=[1000,1006,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.122,+0.385,-0.044]m | f_tot=[+85.29,+48.85,+100.15]N(w) | f_grf=[+83.67,+40.03,+104.58]N(w) | f_leg=[-83.67,-40.03,-104.58]N(w) | f_prop=[+1.62,+8.82,-4.43]N(w) | tau=[+8.00,-6.66,+5.40]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.116,+0.386,-0.047]m | f_tot=[+84.23,+69.48,+101.09]N(w) | f_grf=[+83.97,+60.27,+104.96]N(w) | f_leg=[-83.97,-60.27,-104.96]N(w) | f_prop=[+0.26,+9.22,-3.87]N(w) | tau=[+8.00,-6.37,+6.02]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.102,+0.386,-0.058]m | f_tot=[+84.42,+89.50,+103.56]N(w) | f_grf=[+85.49,+80.12,+106.86]N(w) | f_leg=[-85.49,-80.12,-106.86]N(w) | f_prop=[-1.07,+9.38,-3.30]N(w) | tau=[+8.00,-5.22,+5.57]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.084,+0.384,-0.072]m | f_tot=[+83.46,+89.50,+104.05]N(w) | f_grf=[+85.49,+80.12,+106.86]N(w) | f_leg=[-85.49,-80.12,-106.86]N(w) | f_prop=[-2.03,+9.38,-2.81]N(w) | tau=[+8.00,-5.22,+5.57]Nm | pwm=[1000,1000,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.055,+0.380,-0.091]m | f_tot=[+77.00,+112.26,+126.47]N(w) | f_grf=[+79.84,+102.89,+128.62]N(w) | f_leg=[-79.84,-102.89,-128.62]N(w) | f_prop=[-2.84,+9.37,-2.15]N(w) | tau=[+8.00,-3.17,+3.93]Nm | pwm=[1000,1002,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.037,+0.378,-0.102]m | f_tot=[+74.45,+110.37,+129.34]N(w) | f_grf=[+76.93,+102.77,+130.76]N(w) | f_leg=[-76.93,-102.77,-130.76]N(w) | f_prop=[-2.48,+7.60,-1.42]N(w) | tau=[+8.00,-2.34,+3.30]Nm | pwm=[1000,1001,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.021,+0.375,-0.110]m | f_tot=[+74.45,+110.44,+129.83]N(w) | f_grf=[+76.93,+102.77,+130.76]N(w) | f_leg=[-76.93,-102.77,-130.76]N(w) | f_prop=[-2.48,+7.68,-0.93]N(w) | tau=[+8.00,-2.34,+3.30]Nm | pwm=[1000,1001,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.014,+0.374,-0.114]m | f_tot=[+74.74,+110.58,+130.46]N(w) | f_grf=[+76.93,+102.77,+130.76]N(w) | f_leg=[-76.93,-102.77,-130.76]N(w) | f_prop=[-2.19,+7.82,-0.29]N(w) | tau=[+8.00,-2.34,+3.30]Nm | pwm=[1000,1001,1300,1000,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.010,+0.373,-0.115]m | f_tot=[+70.82,+82.19,+201.61]N(w) | f_grf=[+72.80,+72.40,+201.05]N(w) | f_leg=[-72.80,-72.40,-201.05]N(w) | f_prop=[-1.98,+9.79,+0.57]N(w) | tau=[+8.00,-2.84,+4.95]Nm | pwm=[1000,1000,1000,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[-0.007,+0.372,-0.117]m | f_tot=[+76.63,+64.42,+203.19]N(w) | f_grf=[+77.86,+54.58,+201.92]N(w) | f_leg=[-77.86,-54.58,-201.92]N(w) | f_prop=[-1.23,+9.84,+1.28]N(w) | tau=[+8.00,-2.38,+4.61]Nm | pwm=[1000,1000,1000,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.005,+0.370,-0.121]m | f_tot=[+77.29,+64.39,+203.77]N(w) | f_grf=[+77.86,+54.58,+201.92]N(w) | f_leg=[-77.86,-54.58,-201.92]N(w) | f_prop=[-0.57,+9.81,+1.86]N(w) | tau=[+8.00,-2.38,+4.61]Nm | pwm=[1000,1000,1000,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.030,+0.365,-0.129]m | f_tot=[+78.04,+64.27,+204.38]N(w) | f_grf=[+77.86,+54.58,+201.92]N(w) | f_leg=[-77.86,-54.58,-201.92]N(w) | f_prop=[+0.18,+9.69,+2.47]N(w) | tau=[+8.00,-2.38,+4.61]Nm | pwm=[1000,1000,1000,1300,1000,1000]us
[modee] STANCE:PUSH | pos=[+0.060,+0.358,-0.136]m | f_tot=[+78.70,+64.12,+204.78]N(w) | f_grf=[+77.86,+54.58,+201.92]N(w) | f_leg=[-77.86,-54.58,-201.92]N(w) | f_prop=[+0.83,+9.54,+2.86]N(w) | tau=[+8.00,-2.38,+4.61]Nm | pwm=[1000,1000,1000,1300,1000,1000]us
