======================================================================
HOPPER-AERO MODEE CONTROLLER (LCM)
- Always sends commands; underlying hopper_driver handles mode switching
- Right stick: desired vx/vy (same mapping as Hopper4.py)
- Press Y: start CSV log (saved under ~/hopper_logs/modee_csv/ by default). Log stops when program exits.
  (Override directory: export MODEE_LOG_DIR=/your/path)
======================================================================
[run_modee] LCM URL: udpm://239.255.76.67:7667?ttl=255
[run_modee] Safety limits:
  - tau_max: (20.0, 20.0, 20.0) Nm
  - tau_sign: (1.0, 1.0, 1.0)
  - tau_out_scale: 1.0
  - tau_out_max: 8.0
  - pwm_range: [1000.0, 1300.0] us
  - thrust_ratio: 0.22
  - thrust_max_each: 10.0 N/arm
  - thrust_min_each: 0.0 N/arm
  - wbc_w_t_ref: 0.01
  - wbc_w_tsum_ref: 0.0
  - swing_kp_xy: 20.0, swing_kd_xy: 0.8 (XY)
  - swing_kp_z: 220.0, swing_kd_z: 10 (Z)
  - use_foot_vel_lpf: True
  - foot_vel_lpf_tau: 0.015 s (~10.6 Hz cutoff)
======================================================================
[modee] waiting... have_motor=False have_imu=False have_gamepad=False
[modee] FLIGHT | pos=[-0.000,+0.000,-0.480]m | f_tot=[+2.83,+0.02,+7.77]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+2.83,+0.02,+7.77]N(w) | tau=[+1.50,+2.31,+3.35]Nm | pwm=[1000,1300,1217,1000,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1136,1009,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1133,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1134,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1132,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1133,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1134,1010,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1132,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1135,1010,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1132,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1132,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1134,1010,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1136,1009,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1134,1010,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1132,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1134,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1133,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1134,1010,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1132,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1132,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1134,1010,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1132,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1134,1010,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1133,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1134,1010,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1133,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1132,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1133,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1130,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1128,1014,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1130,1013,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1134,1010,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1130,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1132,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.57]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1132,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1132,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1132,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.81,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.81,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1132,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1132,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1132,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1132,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1130,1013,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1133,1011,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1130,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1132,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1131,1012,1000,1000]us
[modee] FLIGHT | pos=[+0.399,+0.069,-0.251]m | f_tot=[+6.86,-0.82,+4.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+6.86,-0.82,+4.22]N(w) | tau=[+0.03,-0.21,-0.56]Nm | pwm=[1000,1300,1132,1011,1000,1000]us
