======================================================================
HOPPER-AERO MODEE CONTROLLER (LCM)
- Always sends commands; underlying hopper_driver handles mode switching
- Right stick: desired vx/vy (same mapping as Hopper4.py)
- Press Y: start CSV log (saved under ~/hopper_logs/modee_csv/ by default). Log stops when program exits.
  (Override directory: export MODEE_LOG_DIR=/your/path)
======================================================================
[run_modee] LCM URL: udpm://239.255.76.67:7667?ttl=255
[run_modee] Safety limits:
  - tau_max: (20.0, 20.0, 20.0) Nm
  - tau_sign: (1.0, 1.0, 1.0)
  - tau_out_scale: 1.0
  - tau_out_max: 8.0
  - pwm_range: [1000.0, 1300.0] us
  - thrust_ratio: 0.22
  - thrust_max_each: 10.0 N/arm
  - thrust_min_each: 0.0 N/arm
  - wbc_w_t_ref: 0.01
  - wbc_w_tsum_ref: 0.0
  - swing_kp_xy: 20.0, swing_kd_xy: 0.8 (XY)
  - swing_kp_z: 220.0, swing_kd_z: 10 (Z)
  - use_foot_vel_lpf: True
  - foot_vel_lpf_tau: 0.015 s (~10.6 Hz cutoff)
======================================================================
[modee] waiting... have_motor=False have_imu=False have_gamepad=False
[modee] FLIGHT | pos=[-0.000,+0.000,-0.480]m | f_tot=[+0.00,+0.02,+8.13]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+0.00,+0.02,+8.13]N(w) | tau=[+1.92,+2.76,+2.47]Nm | pwm=[1000,1201,1300,1000,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.266,-0.247]m | f_tot=[-7.01,-1.96,+4.11]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.96,+4.11]N(w) | tau=[-0.26,+0.18,-0.10]Nm | pwm=[1000,1000,1300,1229,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.267,-0.247]m | f_tot=[-7.01,-1.96,+4.11]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.96,+4.11]N(w) | tau=[-0.26,+0.18,-0.10]Nm | pwm=[1000,1000,1300,1229,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.267,-0.246]m | f_tot=[-7.01,-1.95,+4.12]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.95,+4.12]N(w) | tau=[-0.26,+0.18,-0.10]Nm | pwm=[1000,1000,1300,1229,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.267,-0.246]m | f_tot=[-7.01,-1.95,+4.12]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.95,+4.12]N(w) | tau=[-0.26,+0.18,-0.10]Nm | pwm=[1000,1000,1300,1229,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.267,-0.246]m | f_tot=[-7.01,-1.95,+4.12]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.95,+4.12]N(w) | tau=[-0.26,+0.18,-0.10]Nm | pwm=[1000,1000,1300,1229,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.268,-0.246]m | f_tot=[-7.01,-1.95,+4.12]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.95,+4.12]N(w) | tau=[-0.26,+0.18,-0.10]Nm | pwm=[1000,1000,1300,1229,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.268,-0.245]m | f_tot=[-7.01,-1.94,+4.12]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.94,+4.12]N(w) | tau=[-0.26,+0.18,-0.10]Nm | pwm=[1000,1000,1300,1229,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.268,-0.245]m | f_tot=[-7.01,-1.94,+4.12]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.94,+4.12]N(w) | tau=[-0.26,+0.18,-0.10]Nm | pwm=[1000,1000,1300,1229,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.268,-0.245]m | f_tot=[-7.01,-1.94,+4.12]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.94,+4.12]N(w) | tau=[-0.26,+0.18,-0.09]Nm | pwm=[1000,1000,1300,1229,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.268,-0.244]m | f_tot=[-7.01,-1.94,+4.13]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.94,+4.13]N(w) | tau=[-0.26,+0.18,-0.09]Nm | pwm=[1000,1000,1300,1229,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.269,-0.244]m | f_tot=[-7.01,-1.93,+4.13]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.93,+4.13]N(w) | tau=[-0.26,+0.18,-0.09]Nm | pwm=[1000,1000,1300,1229,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.269,-0.244]m | f_tot=[-7.01,-1.93,+4.13]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.93,+4.13]N(w) | tau=[-0.26,+0.18,-0.09]Nm | pwm=[1000,1000,1300,1229,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.269,-0.243]m | f_tot=[-7.01,-1.93,+4.13]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.93,+4.13]N(w) | tau=[-0.26,+0.18,-0.09]Nm | pwm=[1000,1000,1300,1230,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.269,-0.243]m | f_tot=[-7.01,-1.93,+4.13]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.93,+4.13]N(w) | tau=[-0.26,+0.18,-0.09]Nm | pwm=[1000,1000,1300,1230,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.270,-0.243]m | f_tot=[-7.01,-1.93,+4.13]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.93,+4.13]N(w) | tau=[-0.27,+0.18,-0.09]Nm | pwm=[1000,1000,1300,1230,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.270,-0.243]m | f_tot=[-7.01,-1.92,+4.13]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.92,+4.13]N(w) | tau=[-0.27,+0.18,-0.09]Nm | pwm=[1000,1000,1300,1230,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.270,-0.242]m | f_tot=[-7.01,-1.92,+4.13]N(w) | f_grf=[-0.00,-0.00,-0.00]N(w) | f_leg=[+0.00,+0.00,+0.00]N(w) | f_prop=[-7.01,-1.92,+4.13]N(w) | tau=[-0.27,+0.18,-0.09]Nm | pwm=[1000,1000,1300,1230,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.270,-0.242]m | f_tot=[-7.01,-1.92,+4.14]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.01,-1.92,+4.14]N(w) | tau=[-0.27,+0.18,-0.09]Nm | pwm=[1000,1000,1300,1229,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.271,-0.242]m | f_tot=[-7.01,-1.91,+4.14]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.01,-1.91,+4.14]N(w) | tau=[-0.29,+0.18,-0.09]Nm | pwm=[1000,1000,1300,1229,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.271,-0.242]m | f_tot=[-7.00,-1.91,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.91,+4.13]N(w) | tau=[-0.30,+0.18,-0.08]Nm | pwm=[1000,1000,1300,1228,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.271,-0.242]m | f_tot=[-7.00,-1.91,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.91,+4.13]N(w) | tau=[-0.31,+0.18,-0.08]Nm | pwm=[1000,1000,1300,1227,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.271,-0.242]m | f_tot=[-7.00,-1.90,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.90,+4.13]N(w) | tau=[-0.32,+0.18,-0.07]Nm | pwm=[1000,1000,1300,1226,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.271,-0.242]m | f_tot=[-7.00,-1.90,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.90,+4.13]N(w) | tau=[-0.33,+0.18,-0.07]Nm | pwm=[1000,1000,1300,1225,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.271,-0.242]m | f_tot=[-6.99,-1.89,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.99,-1.89,+4.13]N(w) | tau=[-0.33,+0.18,-0.07]Nm | pwm=[1000,1000,1300,1225,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.271,-0.242]m | f_tot=[-6.99,-1.89,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.99,-1.89,+4.13]N(w) | tau=[-0.34,+0.18,-0.07]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.271,-0.242]m | f_tot=[-6.99,-1.88,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.99,-1.88,+4.13]N(w) | tau=[-0.34,+0.18,-0.07]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.271,-0.243]m | f_tot=[-6.99,-1.88,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.99,-1.88,+4.13]N(w) | tau=[-0.34,+0.18,-0.07]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.280,+0.271,-0.243]m | f_tot=[-6.99,-1.87,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.99,-1.87,+4.13]N(w) | tau=[-0.34,+0.18,-0.07]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.271,-0.243]m | f_tot=[-6.99,-1.87,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.99,-1.87,+4.13]N(w) | tau=[-0.34,+0.18,-0.07]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.271,-0.243]m | f_tot=[-6.99,-1.86,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-6.99,-1.86,+4.13]N(w) | tau=[-0.34,+0.18,-0.08]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.271,-0.243]m | f_tot=[-7.00,-1.86,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.86,+4.13]N(w) | tau=[-0.34,+0.18,-0.08]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.271,-0.244]m | f_tot=[-7.00,-1.85,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.85,+4.13]N(w) | tau=[-0.34,+0.18,-0.08]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.271,-0.244]m | f_tot=[-7.00,-1.85,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.85,+4.13]N(w) | tau=[-0.34,+0.18,-0.08]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.271,-0.244]m | f_tot=[-7.00,-1.84,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.84,+4.13]N(w) | tau=[-0.34,+0.17,-0.08]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.271,-0.244]m | f_tot=[-7.00,-1.84,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.84,+4.13]N(w) | tau=[-0.34,+0.17,-0.08]Nm | pwm=[1000,1000,1300,1224,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.271,-0.244]m | f_tot=[-7.00,-1.84,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.84,+4.13]N(w) | tau=[-0.34,+0.17,-0.08]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.271,-0.244]m | f_tot=[-7.00,-1.83,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.83,+4.13]N(w) | tau=[-0.33,+0.17,-0.08]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.271,-0.244]m | f_tot=[-7.00,-1.83,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.83,+4.13]N(w) | tau=[-0.33,+0.17,-0.08]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.272,-0.244]m | f_tot=[-7.00,-1.83,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.83,+4.13]N(w) | tau=[-0.33,+0.17,-0.08]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.272,-0.244]m | f_tot=[-7.00,-1.82,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.82,+4.13]N(w) | tau=[-0.33,+0.17,-0.08]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.272,-0.244]m | f_tot=[-7.00,-1.82,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.82,+4.13]N(w) | tau=[-0.33,+0.17,-0.08]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.272,-0.244]m | f_tot=[-7.00,-1.81,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.81,+4.13]N(w) | tau=[-0.33,+0.17,-0.08]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.272,-0.244]m | f_tot=[-7.00,-1.81,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.81,+4.13]N(w) | tau=[-0.33,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.272,-0.244]m | f_tot=[-7.00,-1.81,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.81,+4.13]N(w) | tau=[-0.33,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.272,-0.244]m | f_tot=[-7.00,-1.80,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.80,+4.13]N(w) | tau=[-0.33,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.272,-0.244]m | f_tot=[-7.00,-1.80,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.80,+4.13]N(w) | tau=[-0.33,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.272,-0.244]m | f_tot=[-7.00,-1.80,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.80,+4.13]N(w) | tau=[-0.33,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.272,-0.244]m | f_tot=[-7.00,-1.79,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.79,+4.13]N(w) | tau=[-0.34,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.273,-0.244]m | f_tot=[-7.00,-1.79,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.79,+4.13]N(w) | tau=[-0.34,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.273,-0.244]m | f_tot=[-7.00,-1.79,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.79,+4.13]N(w) | tau=[-0.34,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.273,-0.244]m | f_tot=[-7.00,-1.78,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.78,+4.13]N(w) | tau=[-0.34,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.273,-0.244]m | f_tot=[-7.00,-1.78,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.78,+4.13]N(w) | tau=[-0.34,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.273,-0.244]m | f_tot=[-7.00,-1.78,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.78,+4.13]N(w) | tau=[-0.34,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.273,-0.244]m | f_tot=[-7.00,-1.78,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.78,+4.13]N(w) | tau=[-0.34,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.273,-0.244]m | f_tot=[-7.00,-1.77,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.77,+4.13]N(w) | tau=[-0.34,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.273,-0.244]m | f_tot=[-7.00,-1.77,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.77,+4.13]N(w) | tau=[-0.34,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.273,-0.244]m | f_tot=[-7.00,-1.77,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.77,+4.13]N(w) | tau=[-0.34,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1223,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.273,-0.244]m | f_tot=[-7.00,-1.76,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.76,+4.13]N(w) | tau=[-0.34,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1222,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.274,-0.244]m | f_tot=[-7.00,-1.76,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.76,+4.13]N(w) | tau=[-0.35,+0.17,-0.09]Nm | pwm=[1000,1000,1300,1222,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.274,-0.244]m | f_tot=[-7.00,-1.76,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.76,+4.13]N(w) | tau=[-0.35,+0.16,-0.09]Nm | pwm=[1000,1000,1300,1222,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.274,-0.244]m | f_tot=[-7.00,-1.75,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.75,+4.13]N(w) | tau=[-0.35,+0.16,-0.09]Nm | pwm=[1000,1000,1300,1222,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.274,-0.244]m | f_tot=[-7.00,-1.75,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.75,+4.13]N(w) | tau=[-0.35,+0.16,-0.09]Nm | pwm=[1000,1000,1300,1222,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.274,-0.243]m | f_tot=[-7.00,-1.75,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.75,+4.13]N(w) | tau=[-0.35,+0.16,-0.09]Nm | pwm=[1000,1000,1300,1222,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.274,-0.243]m | f_tot=[-7.00,-1.74,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.74,+4.13]N(w) | tau=[-0.35,+0.16,-0.09]Nm | pwm=[1000,1000,1300,1222,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.274,-0.243]m | f_tot=[-7.00,-1.74,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.74,+4.13]N(w) | tau=[-0.36,+0.16,-0.09]Nm | pwm=[1000,1000,1300,1222,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.274,-0.243]m | f_tot=[-7.00,-1.74,+4.13]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.74,+4.13]N(w) | tau=[-0.36,+0.16,-0.09]Nm | pwm=[1000,1000,1300,1221,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.275,-0.243]m | f_tot=[-7.00,-1.73,+4.14]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.73,+4.14]N(w) | tau=[-0.36,+0.16,-0.09]Nm | pwm=[1000,1000,1300,1221,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.275,-0.243]m | f_tot=[-7.00,-1.73,+4.14]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.73,+4.14]N(w) | tau=[-0.36,+0.16,-0.09]Nm | pwm=[1000,1000,1300,1221,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.275,-0.243]m | f_tot=[-7.00,-1.73,+4.14]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.73,+4.14]N(w) | tau=[-0.36,+0.16,-0.09]Nm | pwm=[1000,1000,1300,1221,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.275,-0.243]m | f_tot=[-7.00,-1.72,+4.14]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.72,+4.14]N(w) | tau=[-0.37,+0.16,-0.09]Nm | pwm=[1000,1000,1300,1221,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.275,-0.243]m | f_tot=[-7.00,-1.72,+4.14]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.72,+4.14]N(w) | tau=[-0.37,+0.16,-0.09]Nm | pwm=[1000,1000,1300,1221,1000,1000]us
[modee] FLIGHT | pos=[-0.279,+0.275,-0.243]m | f_tot=[-7.00,-1.72,+4.14]N(w) | f_grf=[+0.00,+0.00,+0.00]N(w) | f_leg=[-0.00,-0.00,-0.00]N(w) | f_prop=[-7.00,-1.72,+4.14]N(w) | tau=[-0.37,+0.16,-0.09]Nm | pwm=[1000,1000,1300,1220,1000,1000]us
